Date,BTC-USD,SPY,QQQ,AAPL,PG,GLD,EURUSD=X
2018-01-01,13657.2001953125,,,,,,1.200494647026062
2018-01-02,14982.099609375,236.5621337890625,150.22215270996094,40.26707077026367,72.28070068359375,125.1500015258789,1.2011579275131226
2018-01-03,15201.0,238.0584259033203,151.68182373046875,40.260066986083984,72.19300079345703,124.81999969482422,1.2063454389572144
2018-01-04,15599.2001953125,239.0618438720703,151.94720458984375,40.44706344604492,72.70333862304688,125.45999908447266,1.2010425329208374
2018-01-05,17429.5,240.65496826171875,153.47325134277344,40.9075813293457,72.75115966796875,125.33000183105469,1.2068840265274048
2018-01-06,17527.0,,,,,,
2018-01-07,16477.599609375,,,,,,
2018-01-08,15170.099609375,241.0950164794922,154.07034301757812,40.75563430786133,73.13389587402344,125.30999755859375,1.2037460803985596
2018-01-09,14595.400390625,241.6407470703125,154.07981872558594,40.75094985961914,72.59965515136719,124.7300033569336,1.1970456838607788
2018-01-10,14973.2998046875,241.27108764648438,153.71966552734375,40.741607666015625,72.13717651367188,125.02999877929688,1.1929330825805664
2018-01-11,13405.7998046875,243.03138732910156,154.77174377441406,40.973026275634766,71.88200378417969,125.44000244140625,1.1956144571304321
2018-01-12,13980.599609375,244.61570739746094,155.90919494628906,41.3961296081543,71.45145416259766,126.95999908447266,1.2042099237442017
2018-01-13,14360.2001953125,,,,,,
2018-01-14,13772.0,,,,,,
2018-01-15,13819.7998046875,,,,,,1.2192296981811523
2018-01-16,11490.5,243.7794647216797,155.46368408203125,41.18573760986328,71.93785858154297,127.16999816894531,1.2268433570861816
2018-01-17,11188.599609375,246.10321044921875,157.1413116455078,41.86598205566406,72.71922302246094,126.13999938964844,1.227129340171814
2018-01-18,11474.900390625,245.689453125,157.16976928710938,41.90338134765625,72.4541244506836,125.86000061035156,1.218397855758667
2018-01-19,11607.400390625,246.8073272705078,157.66259765625,41.716373443603516,73.16918182373047,126.41999816894531,1.2236607074737549
2018-01-20,12899.2001953125,,,,,,
2018-01-21,11600.099609375,,,,,,
2018-01-22,10931.400390625,248.81414794921875,159.34979248046875,41.37508773803711,73.82798767089844,126.6500015258789,1.2255502939224243
2018-01-23,10868.400390625,249.3421630859375,160.6672821044922,41.384437561035156,71.54623413085938,127.27999877929688,1.2256253957748413
2018-01-24,11359.400390625,249.24534606933594,159.62466430664062,40.725242614746094,70.9516830444336,128.8300018310547,1.2310267686843872
2018-01-25,11259.400390625,249.35098266601562,159.56781005859375,39.99824142456055,70.9758071899414,127.97000122070312,1.239111304283142
2018-01-26,11171.400390625,252.23797607421875,162.01321411132812,40.091766357421875,70.48571014404297,128.07000732421875,1.239234209060669
2018-01-27,11440.7001953125,,,,,,
2018-01-28,11786.2998046875,,,,,,
2018-01-29,11296.400390625,250.56556701660156,161.22647094726562,39.26190948486328,69.78670501708984,127.3499984741211,1.2428072690963745
2018-01-30,10106.2998046875,247.99551391601562,159.8995819091797,39.03050231933594,69.8590087890625,126.80000305175781,1.2381141185760498
2018-01-31,10221.099609375,248.1187744140625,160.56301879882812,39.13802719116211,69.36892700195312,127.6500015258789,1.2409565448760986
2018-02-01,9170.5400390625,247.83700561523438,159.19813537597656,39.2198486328125,68.97523498535156,128.07000732421875,1.241865873336792
2018-02-02,8830.75,242.44171142578125,156.0228729248047,37.51808547973633,67.68970489501953,126.38999938964844,1.2510008811950684
2018-02-03,9174.91015625,,,,,,
2018-02-04,8277.009765625,,,,,,
2018-02-05,6955.27001953125,232.3021697998047,149.87144470214844,36.580726623535156,65.12676239013672,126.70999908447266,1.244694471359253
2018-02-06,7754.0,236.87908935546875,153.84286499023438,38.109500885009766,66.18730163574219,125.37999725341797,1.2367818355560303
2018-02-07,7621.2998046875,235.5940704345703,151.85238647460938,37.29368591308594,65.7534408569336,124.79000091552734,1.2381294965744019
2018-02-08,8265.58984375,226.7571258544922,145.44505310058594,36.26748275756836,64.45189666748047,124.9800033569336,1.2268133163452148
2018-02-09,8736.98046875,230.1633758544922,147.95680236816406,36.71108627319336,64.2108383178711,124.7699966430664,1.2260762453079224
2018-02-10,8621.900390625,,,,,,
2018-02-11,8129.97021484375,,,,,,
2018-02-12,8926.5703125,233.54319763183594,150.582275390625,38.18976593017578,65.34371185302734,125.37000274658203,1.2252799272537231
2018-02-13,8598.3095703125,234.12411499023438,151.35952758789062,38.572330474853516,65.48027038574219,126.08000183105469,1.2303755283355713
2018-02-14,9494.6298828125,237.28396606445312,154.19357299804688,39.28350830078125,64.82144927978516,128.22999572753906,1.235376238822937
2018-02-15,10166.400390625,240.3117218017578,157.05601501464844,40.602596282958984,66.21141815185547,128.3800048828125,1.2467273473739624
2018-02-16,10233.900390625,240.38204956054688,156.35462951660156,40.47114944458008,66.36405944824219,127.95999908447266,1.2503595352172852
2018-02-17,11112.7001953125,,,,,,
2018-02-18,10551.7998046875,,,,,,
2018-02-19,11225.2998046875,,,,,,1.241187572479248
2018-02-20,11403.7001953125,238.87704467773438,156.6674041748047,40.335025787353516,65.35172271728516,126.23999786376953,1.2398641109466553
2018-02-21,10690.400390625,237.6887664794922,156.221923828125,40.151947021484375,64.46794891357422,125.66000366210938,1.233532428741455
2018-02-22,10005.0,237.99679565429688,156.2030487060547,40.487586975097656,64.94999694824219,126.30000305175781,1.2281843423843384
2018-02-23,10301.099609375,241.7903289794922,159.397216796875,41.19171142578125,65.11872863769531,126.13999938964844,1.2326656579971313
2018-02-24,9813.0703125,,,,,,
2018-02-25,9664.73046875,,,,,,
2018-02-26,10366.7001953125,244.59808349609375,161.51084899902344,42.00615692138672,65.58472442626953,126.44999694824219,1.228712558746338
2018-02-27,10725.599609375,241.54393005371094,159.5109100341797,41.870025634765625,64.70897674560547,125.12999725341797,1.2315573692321777
2018-02-28,10397.900390625,239.0970916748047,158.48727416992188,41.80665969848633,63.08603286743164,125.0,1.2230321168899536
2018-03-01,10951.0,235.6204376220703,155.89968872070312,41.07436752319336,63.23063659667969,124.72000122070312,1.2191256284713745
2018-03-02,11086.400390625,236.8350372314453,157.33094787597656,41.35835647583008,63.8734016418457,125.38999938964844,1.2270842790603638
2018-03-03,11489.7001953125,,,,,,
2018-03-04,11512.599609375,,,,,,
2018-03-05,11573.2998046875,239.57235717773438,159.07493591308594,41.50153350830078,64.50810241699219,125.18000030517578,1.2315422296524048
2018-03-06,10779.900390625,240.17967224121094,159.7478790283203,41.46632385253906,64.29117584228516,126.52999877929688,1.2336541414260864
2018-03-07,9965.5703125,240.0916748046875,160.11752319335938,41.08139419555664,63.6002197265625,125.72000122070312,1.2416653633117676
2018-03-08,9395.009765625,241.2534637451172,160.9990234375,41.52970886230469,64.2509994506836,125.41999816894531,1.2414649724960327
2018-03-09,9337.5498046875,245.45184326171875,164.1268768310547,42.243221282958984,64.50810241699219,125.54000091552734,1.2306632995605469
2018-03-10,8866.0,,,,,,
2018-03-11,9578.6298828125,,,,,,
2018-03-12,9205.1201171875,245.1437530517578,164.9989013671875,42.651615142822266,64.16265106201172,125.54000091552734,1.2308752536773682
2018-03-13,9194.849609375,243.55947875976562,162.75254821777344,42.24087142944336,64.0501480102539,125.77999877929688,1.2339584827423096
2018-03-14,8269.8095703125,242.30972290039062,162.7240447998047,41.881771087646484,63.47166442871094,125.69999694824219,1.239234209060669
2018-03-15,8300.8603515625,242.04559326171875,162.5819091796875,41.931053161621094,63.20652770996094,124.9000015258789,1.2375624179840088
2018-03-16,8338.349609375,242.30809020996094,162.0984649658203,41.7831916809082,63.44758987426758,124.5999984741211,1.2309207916259766
2018-03-17,7916.8798828125,,,,,,
2018-03-18,8223.6796875,,,,,,
2018-03-19,8630.650390625,239.02955627441406,158.63992309570312,41.144771575927734,63.19851303100586,124.87000274658203,1.228078842163086
2018-03-20,8913.4697265625,239.43609619140625,159.16204833984375,41.13069152832031,62.917320251464844,124.30999755859375,1.2336845397949219
2018-03-21,8929.2802734375,238.9765625,158.46905517578125,40.19888687133789,61.89691925048828,126.4800033569336,1.2251899242401123
2018-03-22,8728.4697265625,233.00277709960938,154.5576934814453,39.630882263183594,61.39076614379883,125.9800033569336,1.2347661256790161
