Date,BTC-USD,SPY,QQQ,AAPL,PG,GLD,EURUSD=X
2018-01-01,14112.2001953125,,,,,,1.2015043497085571
2018-01-02,15444.599609375,236.59734793924068,150.2600596903924,40.27642306888876,73.30132072865034,125.18000030517578,1.2080942392349243
2018-01-03,15572.7998046875,238.20806589594875,151.81451986809927,40.80238628352514,72.63154529932814,125.08999633789062,1.2067092657089233
2018-01-04,15739.7001953125,239.5459512266381,152.4021606757109,40.54991732565844,73.17377844972435,125.8499984741211,1.209189772605896
2018-01-05,17705.19921875,240.77817751822775,153.57751364212655,40.99407050276175,72.79900542766244,125.4800033569336,1.2084592580795288
2018-01-06,17712.400390625,,,,,,
2018-01-07,17579.599609375,,,,,,
2018-01-08,16537.900390625,241.25343986955644,154.14617143542628,41.05016756597909,73.17376024345901,125.31999969482422,1.2054002285003662
2018-01-09,15497.5,242.26565732120056,154.5347747774991,40.921591854561065,73.0780700975784,124.86000061035156,1.1975760459899902
2018-01-10,14973.2998046875,241.53515354969787,153.74811384467054,40.74394752463994,72.48801693982305,125.30999755859375,1.2016342878341675
2018-01-11,15018.7998046875,243.03138732910156,154.78123136669927,41.02211693438228,72.17702308494104,125.66000366210938,1.2059234380722046
2018-01-12,14229.900390625,244.78291419901413,156.07032496499838,41.459245154422774,72.03352375203949,127.12999725341797,1.2156133651733398
2018-01-13,14659.5,,,,,,
2018-01-14,14511.7998046875,,,,,,
2018-01-15,14445.5,,,,,,1.2299003601074219
2018-01-16,13843.099609375,246.52557706687966,157.73847912655555,41.933760953052094,72.37640316566105,127.18000030517578,1.2281240224838257
2018-01-17,11678.0,246.49048565078004,157.37827002359023,41.90104426428869,73.14182889446373,127.22000122070312,1.2321492433547974
2018-01-18,12107.2998046875,246.41116854603143,157.52993620847784,42.09974042023661,72.83174173635179,126.5199966430664,1.2262566089630127
2018-01-19,11992.7998046875,246.8073272705078,157.91851671307145,41.97818075507873,73.32183717926789,126.7300033569336,1.2294830083847046
2018-01-20,13103.0,,,,,,
2018-01-21,12895.900390625,,,,,,
2018-01-22,11966.400390625,248.81414794921875,159.34979248046875,41.5574183478053,73.85208985310305,126.75,1.2266627550125122
2018-01-23,11377.599609375,249.6326059650939,160.80946583435835,41.94545785474811,72.47822003656728,127.3499984741211,1.2306995391845703
2018-01-24,11501.400390625,250.5832152829012,161.35920157646174,41.44521633156787,71.63461097229883,129.25999450683594,1.240199327468872
2018-01-25,11785.7001953125,250.20474464268864,160.78103604424942,40.8958692665599,71.54625434543203,129.50999450683594,1.2529915571212769
2018-01-26,11656.7001953125,252.28200049326455,162.03217483569614,40.20630887024904,70.83921915575658,128.52000427246094,1.2490164041519165
2018-01-27,11614.900390625,,,,,,
2018-01-28,12040.2998046875,,,,,,
2018-01-29,11875.599609375,252.10585700381694,161.9942137054199,39.77617524811732,70.49372905932557,127.62999725341797,1.243193507194519
2018-01-30,11307.2001953125,250.61839069835986,160.58202349926373,39.124003921961055,70.25269825720605,127.91999816894531,1.245221495628357
2018-01-31,10381.599609375,249.35100136441295,161.1222516589373,39.374124613366014,70.2286126993535,127.8499984741211,1.2476606369018555
2018-02-01,10288.7998046875,249.1396603088238,160.87579040901403,39.416204154709504,69.4974715466236,128.14999389648438,1.2487823963165283
2018-02-02,9142.2802734375,246.648903414558,158.95167496706958,38.99075870726561,68.78238192732509,126.8499984741211,1.251799464225769
2018-02-03,9430.75,,,,,,
2018-02-04,9334.8701171875,,,,,,
2018-02-05,8364.83984375,242.79375870651555,157.10341972228463,38.30819507475602,67.78614960801085,127.30999755859375,1.2478163242340088
2018-02-06,7850.7001953125,237.38079044207066,154.03242881236292,38.27079419819336,66.24354211972143,126.55000305175781,1.2428536415100098
2018-02-07,8509.1103515625,239.7220247078525,155.01814637393312,38.19599039124016,66.99877368381982,125.7699966430664,1.2403254508972168
2018-02-08,8558.76953125,236.03408117347925,152.41163537022285,37.634965863191155,66.05877514383847,125.44000244140625,1.2294527292251587
2018-02-09,8736.98046875,232.0205129539918,149.03733188641527,37.0584569628266,65.10265602754313,125.13999938964844,1.2285465002059937
2018-02-10,9122.5498046875,,,,,,
2018-02-11,8616.1298828125,,,,,,
2018-02-12,8985.919921875,235.0130863835661,151.60593711495687,38.46672273816519,65.61687823977303,125.81999969482422,1.2297097444534302
2018-02-13,8958.4697265625,234.6698135169629,151.66282677453245,38.668562658760024,65.74540669402748,126.18000030517578,1.2371996641159058
2018-02-14,9518.5400390625,237.64483737410043,154.4305314132488,39.323408669280425,65.28744530273612,128.58999633789062,1.2416189908981323
2018-02-15,10234.7998046875,240.32053205712512,157.05601501464844,40.62606519891659,66.21141815185547,128.57000732421875,1.2511996030807495
2018-02-16,10324.099609375,242.32723516288615,158.06071834449668,41.03211125006785,66.88629601848125,128.6999969482422,1.2558081150054932
2018-02-17,11139.5,,,,,,
2018-02-18,11349.7998046875,,,,,,
2018-02-19,11273.7998046875,,,,,,1.2437996864318848
2018-02-20,11958.5,240.87503866881957,157.98489225651699,40.900675720101226,66.05875293219346,127.4000015258789,1.2409104108810425
2018-02-21,11418.5,241.7991526348577,158.97063518273274,40.867811539145606,65.72934800149663,126.76000213623047,1.2347005605697632
2018-02-22,11039.099609375,240.32922934550533,157.73853518364982,40.82791670005755,65.30351202148769,126.37000274658203,1.2353304624557495
2018-02-23,10487.2998046875,241.7903289794922,159.397216796875,41.226916584183606,65.17496911839054,126.30000305175781,1.233500361442566
2018-02-24,10597.2001953125,,,,,,
2018-02-25,9923.2197265625,,,,,,
2018-02-26,10475.0,244.69491570673415,161.51084899902344,42.10473494491624,65.63293493528303,126.62000274658203,1.2354830503463745
2018-02-27,10878.5,245.49589334997782,161.82362633010698,42.360569950834076,65.88199693100172,126.1500015258789,1.2345678806304932
2018-02-28,11089.7998046875,243.09305288834784,160.94215990175962,42.39343632161307,64.90984298286834,125.45999908447266,1.224289894104004
